Date,State,Town,Longitude,Latitude,Sighting
2/21/2023,HI,Honolulu,-157.9,21.3,1
2/21/2023,PR,Palmarejo,-66.3,18.3,2
2/21/2023,HI,Honolulu,-157.9,21.3,1
2/22/2023,FL,Cape Coral,-82,26.6,3
2/23/2023,TX,Mission,-98.4,26.2,6
2/23/2023,FL,Winter Haven,-81.7,28.1,12
2/23/2023,SC,Taylors,-82.3,34.9,1
2/23/2023,FL,Miami,-80.2,25.7,2
2/23/2023,FL,Miami,-80.2,25.8,1
2/23/2023,FL,Cape Coral,-82,26.6,7
2/23/2023,FL,Key West,-81.8,24.6,1
2/24/2023,TX,Corpus Christi,-97.4,27.8,1
2/24/2023,TX,Edinburg,-98.2,26.3,1
2/24/2023,FL,Key West,-81.8,24.6,1
2/24/2023,FL,Punta Gorda,-82,27,2
2/25/2023,FL,Orlando,-81.5,28.5,1
2/25/2023,AL,Gulf Shores,-87.7,30.2,2
2/26/2023,MS,Pass Christian,-89.2,30.3,1
2/27/2023,FL,Key West,-81.8,24.6,1
2/27/2023,FL,DeBary,-81.3,28.9,1
2/27/2023,TX,Houston,-95.4,29.8,1
2/28/2023,TX,Kingsland,-98.5,30.7,1
2/28/2023,FL,Sebring,-81.4,27.5,5
3/1/2023,FL,North Port,-82.4,27,1
3/1/2023,FL,West Palm Beach,-80,26.8,1
3/1/2023,FL,Miami,-80.2,25.7,1
3/1/2023,FL,Jacksonville,-81.4,30.3,1
3/1/2023,FL,Edgewater,-80.9,28.9,1
3/1/2023,PR,Palmarejo,-66.3,18.3,2
3/2/2023,FL,West Palm Beach,-80,26.8,1
3/2/2023,FL,Zephyrhills,-82.2,28.2,3
3/2/2023,PR,Palmarejo,-66.3,18.3,2
3/3/2023,LA,Vacherie,-90.7,30,1
3/3/2023,CA,Thousand Oaks,-118.9,34.2,1
3/3/2023,TX,Rockport,-97,28.2,1
3/3/2023,TX,Rockport,-97,28.1,2
3/3/2023,TX,Austwell,-96.8,28.3,6
3/3/2023,TX,Rockport,-97.1,28.1,1
3/3/2023,TX,Rockport,-97,28,2
3/3/2023,LA,New Orleans,-90.1,29.9,1
3/3/2023,TX,New Braunfels,-98.1,29.7,1
3/3/2023,TX,Fulton,-97,28.1,1
3/3/2023,TX,Rockport,-97.1,28,3
3/3/2023,TX,Port O'Connor,-96.4,28.4,1
3/3/2023,TX,Galveston,-94.8,29.3,30
3/3/2023,LA,Baton Rouge,-91.1,30.4,1
3/3/2023,TX,Edinburg,-98.2,26.3,1
3/3/2023,PR,Palmarejo,-66.3,18.3,2
3/4/2023,FL,Tampa,-82.5,28,1
3/4/2023,AL,Mobile,-88.1,30.7,1
3/4/2023,AL,Orange Beach,-87.6,30.3,2
3/4/2023,NC,Carolina Beach,-77.9,34,1
3/4/2023,AL,Fairhope,-87.9,30.5,1
3/4/2023,LA,Baton Rouge,-91.2,30.5,1
3/4/2023,PR,Corozal,-66.3,18.3,2
3/4/2023,PR,Palmarejo,-66.3,18.3,2
3/5/2023,MS,Bay St Louis,-89.3,30.3,2
3/5/2023,AL,Orange Beach,-87.6,30.3,100
3/5/2023,FL,West Palm Beach,-80,26.8,2
3/5/2023,TX,Galveston,-95,29.2,1
3/5/2023,TX,Rockport,-97,28.1,1
3/5/2023,TX,Willis,-95.6,30.4,1
3/5/2023,PR,Palmarejo,-66.3,18.3,2
3/6/2023,TX,Harlingen,-97.7,26.2,2
3/6/2023,TX,Houston,-95.3,29.7,1
3/6/2023,FL,West Palm Beach,-80,26.8,2
3/6/2023,FL,Gainesville,-82.4,29.7,3
3/6/2023,TX,Canyon Lake,-98.2,29.9,1
3/6/2023,TX,Driftwood,-98,30.1,1
3/6/2023,TX,La Grange,-96.9,29.9,1
3/6/2023,PR,Palmarejo,-66.3,18.3,1
3/6/2023,NJ,Rockaway Township,-74.5,40.9,0
3/7/2023,GA,Kingsland,-81.6,30.8,1
3/7/2023,FL,West Palm Beach,-80,26.8,1
3/7/2023,FL,Orlando,-81.5,28.6,5
3/7/2023,FL,The Villages,-82,28.9,1
3/7/2023,FL,Summerfield,-82,29,1
3/7/2023,TX,Houston,-95.4,29.8,1
3/7/2023,FL,Sarasota,-82.6,27.4,1
3/7/2023,TX,Weimar,-96.8,29.7,1
3/7/2023,TX,Montgomery,-95.8,30.4,5
3/7/2023,TX,Driftwood,-98,30.1,2
3/7/2023,PR,Palmarejo,-66.3,18.3,1
3/8/2023,TX,Houston,-95.4,29.8,1
3/8/2023,FL,West Palm Beach,-80,26.8,1
3/8/2023,TX,Weimar,-96.8,29.7,1
3/8/2023,FL,St. Petersburg,-82.7,27.7,4
3/8/2023,LA,New Iberia,-91.8,30,1
3/8/2023,TX,Canyon Lake,-98.3,29.9,1
3/8/2023,FL,Pensacola,-87.2,30.4,1
3/8/2023,AL,Gulf Shores,-87.7,30.2,2
3/8/2023,AL,Dauphin Island,-88.1,30.2,1
3/8/2023,TX,Montgomery,-95.8,30.4,8
3/8/2023,TX,Driftwood,-98,30.1,1
3/8/2023,PR,Palmarejo,-66.3,18.3,2
3/9/2023,FL,West Palm Beach,-80,26.8,1
3/9/2023,TX,Killeen,-97.8,31,6
3/9/2023,TX,Driftwood,-98,30.1,2
3/9/2023,TX,Montgomery,-95.8,30.4,10
3/9/2023,PR,Palmarejo,-66.3,18.3,1
3/10/2023,AL,Dauphin Island,-88.1,30.2,1
